;TEXT
Tweet1112;"o PT deixou o cara 4 anos no governo porque ou “não era hora de sair pras ruas” ou “porque era arriscado” e agora não querem ir pros atos porque “tá muito em cima” mesmo com ameaça de golpe meu voto é no Leo Pericles porque nosso partido se fundou na luta pelo Fora Bolsonaro
"
Tweet1113;"Lula vai ganhar a eleição Se não for no 1º turno será no 2ºMas você que não pretende votar nele no 1º turno está disposto a dar mais 28 dias de campanha suja tempo paritário de TV e sobrevida ao GenocidaEu não
"
Tweet1114;"coitado do mano só foi postar um negócio fofo e os cara simplesmente contando as piores história nas respostas
"
Tweet1115;"estar apaixonado é a melhor coisa que existe
"
Tweet1116;"vou de leo pericles pra presidente
"
Tweet1117;"Concordo com a primeira parte mudando que meu voto é Leo Pericles no primeiro turno
"
Tweet1118;"Léo Péricles manifesta apoio ao piso nacional da enfermagem  Agência Brasil
"
Tweet1119;"Bom dia faz o L de Léo Péricles
"
Tweet1120;"Não tu tá fazendo campanha pro Bolsonaro Aliás falar do Lula e votar no Ciro é pra passar vergonha mesmo Se fosse pra votar no Léo Pericles ou Sofia Manzano mas Ciro O cara só ganha voto de DunningKruger
"
Tweet1121;"Sofia Manzano e Léo Péricles tbm foram no mesmo programa que Ciro foi hj
"
Tweet1122;"O bizarro é que não tem nem 1 mês que a Sofia Manzano e o Léo Péricles foram ao pânicoMas o Ciro fazer isso é aceno a extrema direitaSeria o nascimento dos comunistas fascistas
"
Tweet1123;"TB acho Leo Péricles e Sofia Manzano que o digam
"
Tweet1124;"Fascista igual Léo Péricles e Sofia Manzano
"
Tweet1125;"ainda agr qdo estava jantando com a minha mãe falei acho q a gente deveria votar numa esquerda mais radical tipo o Léo Péricles ou a Manzano e a minha mãe q até então queria votar no Lula disse ENTÃO BORA Fiquei bem feliz
"
Tweet1126;"Bah Boulos vai tomar no cu cara
"
Tweet1127;"Ganhar eleição pra que exatamente
"
Tweet1128;"Compondo única candidatura totalmente negra Léo Péricles amplia o recado urnas são insuficientes para deter o fascismo é preciso mobilizar na ruaLeoPericlesUP
"
Tweet1129;"seria um sonho um cara como o leo pericles representando nosso país
"
Tweet1130;"Está nascendo um novo líder
"
Tweet1131;"Cenário também sem Tebet Sofia Leo Péricles
"
Tweet1132;"o fbc ontem fazendo l de leo pericles foi lindo
"
Tweet1133;"na moral eu queria muito votar no Léo Péricles
"
Tweet1134;"Léo Péricles manifesta apoio ao piso nacional da enfermagem 
"
Tweet1135;"Léo Péricles manifesta apoio ao piso nacional da enfermagem
"
Tweet1136;"Interessante eu não vejo essa fúria petista contra o Léo Péricles a Sofia Manzano e a Vera Lúcia cobrando deles vassalagem ao Lula é só contra Ciro Gomes
"
Tweet1137;"Léo Péricles manifesta apoio ao piso nacional da enfermagem Veja mais em  
"
Tweet1138;"Léo Péricles manifesta apoio ao piso nacional da enfermagem
"
Tweet1139;"Sim kkkkk
"
Tweet1140;"fbc faz o L de luta de liberdade faz o L de Léo Périclesai padrim
"
Tweet1141;"Política Léo Péricles manifesta apoio ao piso nacional da enfermagem
"
Tweet1142;"Léo Péricles manifesta apoio ao piso nacional da enfermagem
"
Tweet1143;"Além disso tem outras candidaturas extremamente importantes como o Léo Péricles e a Sofia Manzano que dependem bastante desse espaço na política Acho que o lance do fundo é justamente promover a pluralidade de ideias
"
Tweet1144;"Juliete da up me seguiu no instaLeo Péricles me mandou mensagem na dm agradecendo a matéria que eu escrevium atores da poliana as vzs curtem meus tweets e o gabeu me respondeu no tiktok
"
Tweet1145;"Parece papo derrotista mas não é pq eu acredito e vejo mesmo que a gente tem chances reais de eleger candidatos esse ano mas independente do resultado o nível de organização e maturidade que a UP vai alcançar com essas eleições vai ser em si uma puta vitória
"
Tweet1146;"Ei boy tá lindo Boy Léo Pericles na Dlc do Cuphead 
"
Tweet1147;"que passe do luan deus do ceu
"
Tweet1148;"vixi Rogério inclua a Sofia Mazano e o Léo Péricles ai
"
Tweet1149;"Espiritualidade na Ação Pe Júlio Lancellotti Leo Pericles Renato Fre httpsyoutubeEr8BXx8q8ys via YouTube
"
Tweet1150;"Valeu iotube por me indicar a música final de tarde do Pericles 
"
Tweet1151;"Tu não sabe querida Ele foi ocupar um espaço que só é ocupado pela direita e que fala diretamente pra MASSA de brasileiros Assim como foram Sofia Manzano e Leo PériclesEles são fascistas também
"
Tweet1152;"nesse caso eu era 100 a favor pq Leo pericles levava tranquilamente kkkkkkkkkk
"
Tweet1153;"Tudo que eu não precisava era acabar a luz
"
Tweet1154;"Espiritualidade na Ação Pe Júlio Lancellotti Leo Pericles Renato Fre httpsyoutubeEr8BXx8q8ys via YouTube Leo Pericles o unico candidato  negro de quem nao se fala nem se ouve em lugar algum Renato Freitas e Frei David Nao percam
"
Tweet1155;"Léo Péricles é bom pra caramba
"
Tweet1156;"queria deixar aq meu apoio pro candidato com um dos melhores planos de governo LeoPericlesUP e a gnt se vê na manifestação do grito dos excluídos dia 7
"
Tweet1157;"Eu voto Lula no primeiro turno ponto Tenho meus motivos e um deles é tentar me poupar um mês de ansiedade Mas se não quer mesmo fazer o mesmo vota numa candidatura mais à esquerda  o Léo Péricles a Vera Lúcia a Sofia Manzano Se houver 2T quem teve votação mais expressiva
"
Tweet1158;"Acabei de ver uma jornalista da CNN dizer que segundo empresários apoiadores da Tebet um dos objetivos é que ela cresça a ponto de poder negociar apoio a Lula no segundo turno com base na aceitação de alguns pontos do programa econômico dela aquele coordenado pela Elena Landau
"
Tweet1159;"Tem várias entrevistas em video no YouTube mas uma massa de começar pra conhecer é essa participação nesse podcast azideia
"
Tweet1160;"Espiritualidade na Ação Pe Júlio Lancellotti Leo Pericles Renato Fre httpsyoutubeEr8BXx8q8ys via YouTube
"
Tweet1161;"Coisa mais linda o uno kkkkkkk
"
Tweet1162;"O maluco realmente mandou o número de whats dele numa discussão de twitter bixo pqp kkkkkkk
"
Tweet1163;"Puta merda não achava que ia ser tão facil assim conseguir teu numero kkkkkkkkkkk
"
Tweet1164;"se o leo pericles for eleito ele prometeu que vai impedir essa atrocidade VOTEM 80
"
Tweet1165;"
"
Tweet1166;"Manda teu número ai que eu te coloco no grupo de motoboys que eu conheço quem ta achando que o mundo é um bombom aqui é vc
"
Tweet1167;"Não entendi o público do Ciro é predominantemente de esquerda e a maioria tem Lula como segunda opção Sofia Manzano e Leo Péricles também tiveram na Jovem Pan assim como Guilherme Boulos em 2018 Haddad e Manuela dÁvila
"
Tweet1168;"ansiosa pela reabertura do museu do ipiranga quero muito ir
"
Tweet1169;"Achei mt foda o padrim falando sobre o Léo Pericles não à reconciliação de classes 
"
Tweet1170;"Tutorial braboooo 
"
Tweet1171;"Você já viu o miliciano que preside o país dando aula de propina e lavagem de dinheiro sem perceber que estava sendo gravado
"
Tweet1172;"nossa eu com uma dessa num techno
"
Tweet1173;"Eu não canto mais parabéns pra desconhecidos no ru pois eu já morri por dentro
"
Tweet1174;"vamo um por vez seguindo o fluxo
"
Tweet1175;"não muito longe kkkkkk limeira 34 dias de produção
"
Tweet1176;"Si leo de hecho te dije que cuando lea el experimento que dices cerraré la boca
"
Tweet1177;"O Léo Péricles não vão vir pra Campinas não
"
Tweet1178;"FAZ O L DE LÉO PÉRICLES
"
Tweet1179;"Nossa campanha de candidatos negros nos debates chegou ao Rock in Rio com Black Pantera nossa luta chegou no Festival Flow com Don L e o L de LeoPericlesUP foi erguido com toda energia no Festival Psica com o FBC Sabem o que isso quer dizer Isso mesmo o pai tá estourado 
"
Tweet1180;"No dia 02 de outubro votarei no Léo Pericles porque acredito que é possível defender um programa popular e derrotar Bolsonaro ao mesmo tempo sem carregar nas costas Alckmin e companhia Quem mais tem compromisso em derrotar Bolsonaro foram aqueles que foram às ruas
"
Tweet1181;"Sim desconsiderando gasolina depreciação do veículo manutenção óleo muitas vezes o próprio valor do veículo que ainda ta sendo pago deve ganhar isso ai msm
"
Tweet1182;"Deviam mesmo
"
Tweet1183;"coé na moral eu não aguento mais esse tempo assim não num consigo correr num consigo pedalar tá osso
"
Tweet1184;"Isso não é um problema individual
"
Tweet1185;"Entendo perfeitamente os companheiros de esquerda que apoiarão Lula já no 1° turno Porém acredito que o momento atual requer alternativas mais à esquerda por isso votarei em Léo Péricles no 1° turno e Carol Vigliar para governadora de SP
"
Tweet1186;"Interminável é o dia em que a fome visita o irmãoPior que a fome é um dia de humilhaçãohttpsyoutubecomwatchvzFM1Rxyw6iU…
"
Tweet1187;"Feliz aniversário querido criolomc Muitos anos de vida
"
Tweet1188;"Além desse cosplay de HER que ela tá fazendo
"
Tweet1189;"O nosso sonho coletivo é indestrutível  Leo Pericles
"
Tweet1190;"Está nascendo um novo líder
"
Tweet1191;"Mas tu ja viu q tem dragão
"
Tweet1192;"Agora implantam esse argumento de terror psicológico que obriga a todos a votar neles e em todos os nossos inimigos que estão junto nos acordões a mesma galera que cola com o bozo Eu não sou nem um pouco responsável por qualquer eventualidade desse cara continuar ai
"
Tweet1193;"Olha meu partido ficou esses últimos 4 anos todinho fazendo pressão nesse cara enfrentou pandemia foi pra rua enquanto o PT não apenas ficou na retranca como boicotou muitas mobilizações isso enquanto morria gente a rodo no país tudo pra colocar força nessas eleições
"
Tweet1194;"baseou praticamente o governo inteiro dele nessa fita do plebiscitoé preocupante isso pq o léo pericles quer fazer uma fita parecida aqui no BR caso tivesse chance de ganhar Essa rejeição a constituinte do Boric vai dar um alerta na cabeça dele tbm espero
"
Tweet1195;"Não estou falando de medo estou falando de aliança com quem justamente deu o golpe que nos colocou nesse buraco
"
Tweet1196;"O processo começou em 2015
"
Tweet1197;"Impeachment esqueceu
"
Tweet1198;"Não assim como tb n esqueci 2015
"
Tweet1199;"Opa ja tava ali n sei qm colou a gnt deu adesivo pra tanta gnt
"
Tweet1200;"Já conhece o Leonardo Péricles
"
Tweet1201;"Aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
"
Tweet1202;"6 eps out on the 12th on All4
"
Tweet1203;"pelo AMOR de deus agora o oscar vem pqp te amo FILMES DE PLASTICO
"
Tweet1204;"Longa de Gabriel Martins briga por uma vaga entre os finalistas da categoria “Melhor Filme Internacional” Oscar2023 MarteUm TVCultura httpsculturauolcombrentretenimentonoticias202209054746marteumeofilmeindicadopelobrasilparadisputarumavaganooscarde2023html…
"
Tweet1205;"eu daria o mundo pra ser 18h50
"
Tweet1206;"O que tem de gente que usa faço terapia de muleta pra ser babaca com os outros impunemente Não tá escrito
"
Tweet1207;"Julia Andrade Ew 8000 pra deputada federal
"
Tweet1208;"que sono ABSURDO
"
Tweet1209;"Ouça Léo Péricles LeoPericlesUP
"
Tweet1210;"Nem com um dado desse os cara não põe a mão na consciência e continua de papinho
"
Tweet1211;"aceito nao preciso de shopping so preciso de distância da realidade kkkkkk
"
Tweet1212;"me leva embora por favor eu nunca te pedi nada
"
Tweet1213;"O discurso que o Leo Pericles fez no centro de Maceió foi uma das coisas mais incríveis que eu já ouvi
"
Tweet1214;"não deveriam se sentir culpados pq se juntar os votos da Sofia Manzano e do Léo Péricles não dá os 5 que o Lula precisa pra ganhar no primeiro turno
"
Tweet1215;"os comunistas não devem se sentir nem um pouco culpados por não votar em lula no 1º turno até porque quem puxou e mobilizou os atos contra Bolsonaro foram principalmente PCB e UP enquanto isso lula estava fazendo encontro com bilionários nem aí pra derrubar o fascista
"
Tweet1216;"N vo tanka a aula de empreendedorismo hoje 2a aula
"
Tweet1217;"Oi
"
Tweet1218;"meu jesus minha turma de bve 270 so tem agronomo eu vou morrer
"
Tweet1219;"Dê uma olhada neste vídeo Leitura dos planos de governo Leo Péricles UP  doar soberana apoiase
"
Tweet1220;"Tenho pena da Sofia Manzano Léo Péricles Ciro Gomes e de todos os opositores do Minto no Pânico Os caras utilizam da mentira e do preconceito a rodo Mt triste CiroNoPanico
"
Tweet1221;"Voto ecossocialista logo libertárioPresidente Leo Péricles  Unidade Popular 80Governador Kleber Rosa  PSOL 50Senadora Tâmara Azevedo  PSOL  500Deputado Federal Marcos Mendes  PSOL 5060Deputado Estadual Eliete Paraguassu  PSOL 50555Vamos mudar as prioridades
"
Tweet1222;"Leonardo Péricles
"
Tweet1223;"Cada like nesse tuíte será uma proposta da UP UP80BR que concorre à presidência com Leo Péricles LeoPericlesUP
"
Tweet1224;"AL foi o 13º estado visitado pela chapa que vem buscado se dividir nas ruas – com Léo Péricles em um lugar e a vice Samara Martins em outro A ideia é alcançar um número maior de pessoas dispostas a ouvirem suas propostas e planos de governoLeia httpbitly3qdM2NA
"
Tweet1225;"Campanhas passadas
"
Tweet1226;"História de campanhas passadas kkkkk
"
Tweet1227;"A gente pode ter o pensamento mágico que quiser No segundo turno invariavelmente a gente vai ter 2 opçõesLula ou BolsonaroÉ só isso Você pode sonhar com o Ciro no segundo turno e eu posso sonhar com um segundo turno entre Sofia Manzano x Leo Péricles mas não vai acontecer
"
Tweet1228;"É preciso sonhar
"
Tweet1229;"Está nascendo um novo líder
"
Tweet1230;"Camaradas que estão fazendo campanha em todo o Brasil lembremse de uma coisa muito importante Lembrem de tirar os adesivos das roupas antes de pôr pra lavar pra não estragar as roupas
"
Tweet1231;"No mundo justo o Léo Pericles seria eleito presidente do Brasil
"
Tweet1232;"meu mano fbctadoido deu o papo ontem  é Léo Péricles não a conciliação de classes crllllll  tudo nosso e nada deles
"
Tweet1233;"é leo pericles 80 demais esse ano amg
"
Tweet1234;"Semana foda
"
Tweet1235;"E esse terrorismo eleitoral é ridículo querem obrigar todo mundo de esquerdacentroesquerda a votar num candidato que não as representa deixem de encher o saco de quem quer votar em Vera Lucia Sofia Manzano Leo Péricles Ciro ou seja lá quem for
"
Tweet1236;"vou virar Cirete q nem a matriarca dps dessa proposta Leo pericles who
"
Tweet1237;"Esse cara é foda  Léo Péricles apenas 
"
Tweet1238;"Está nascendo um novo líder
"
Tweet1239;"oiii sou da UP se quiser conhecer mais nossa linha e a candidatura de Léo Pericles minha DM tá aberta
"
Tweet1240;"Pq tudo tem que ser tão difícil
"
Tweet1241;"Eu tinha que ser desgraçada da cabeça né NÃO PODIA SER UM SER HUMANO NORMAL
"
Tweet1242;"O que eu estou sofrendo essa madrugada meus amores 
"
Tweet1243;"Bienvenida doctora su presencia engalana al twiter y sus comentarios ilustran a los twiteros  Me sumo a sus seguidores y la leo con admiración desmedida por su experticia en las opiniones emitidas las cuales dan cuenta del acervo jurídico que ud posee
"
Tweet1244;"Fbc mandou fazer o L de Léo Péricles Simplesmente o mais avançado
"
Tweet1245;"Nenhuma fé nessa semana
"
Tweet1246;"Essa semana vou me entupir de militancias pra n pensa merda
"
Tweet1247;"o plano de governo do Leo Pericles é um sonho pprt
"
Tweet1248;"conheçam Leo Pericles e votem 80 
"
Tweet1249;"Está nascendo um novo líder
"
Tweet1250;"EU ODEIO ESSE CURSO NÃO QUERO ARCAR COM AS CONSEQUÊNCIAS DAS MINHAS ESCOLHAAAAAAAAAAAAAAS
"
Tweet1251;"Passando mal por causa do tanto de comida e querendo comer por causa da compulsão Vou me m
"
Tweet1252;"Ai tô em dúvida se voto na Sofia Manzano ou no Léo Péricles pra presidência  e ainda tenho que decidir os votos em tudo véi
"
Tweet1253;"Não existirá tristeza quando esse homem for nosso presidente tô Léo Pericles até o fim e nada vai mudar isso 
"
Tweet1254;"Está nascendo um novo líder
"
Tweet1255;"O Leo Péricles passa uma emoção mt forte nos seus discursos Admiro e acho mt importante isso
"
Tweet1256;"Está nascendo um novo líder
"
Tweet1257;"neste perfil o L é de Léo Pericles fbctadoido
"
Tweet1258;"Inclusive falei dias desses numa roda de conversa LGBT que esse argumento exclui o direito de foder Esse negócio de direito de amar é uma moralização absurda da pauta que muita gente nem se da conta
"
Tweet1259;"Ciristas e eleitores da Simone realmente são emocionados em discurso demagógico e populismo Mas Sofia Manzano e Léo Péricles tem propostas concretas e são os mais preparados para liderar o Brasil rumo ao Socialismo contra a fome a miséria e a carestia 3ª via é Socialismo
"
Tweet1260;"é impossivel nao gostar ou ao menos simpatizar com leo pericles o homem é uma maquina de carisma
"
Tweet1261;"Leo Péricles
"
Tweet1262;"que HONRA estar na unidade popular junto com leo pericles é muito o maioral
"
Tweet1263;"Votar na Sofia Manzano ou no Léo Péricles é um passo na direção desse horizonte Porque na minha opinião a eleição como é feita é um sistema de manutenção de uma democracia burguesa não acha
"
Tweet1264;"Achei q eram salsichas com maionese
"
Tweet1265;"Espero que o pessoal que agora vai usar protetor solar por causa da foto do pescoço da velha de 92 anos use a quantidade correta Não adianta nada usar uma gotinha a quantidade correta para rosto pescoço e orelhas é essa da foto segundo a SBD
"
Tweet1266;"Nâo amigo eu vou de Leo Pericles 80 Pq me recuso a votar em primeiro turno em projeto de conciliação com o inimigo Quem Venceu o fascismo foi o Comunismo de Stalin só se combate extremadireita com Extremaesquerda
"
Tweet1267;"Que bom que a Rafaela é o amor de minha vida e me entende 200
"
Tweet1268;"vacilei aqui e dei uma queimada no arroz 
"
Tweet1269;"Andei na paulista hoje por uns 30min e recebi santinhos com um espectro político que vai do sargento nantes ao leo péricles Pluripartidarismo e Democracia são coisas lindas de fato
"
Tweet1270;"Estou apenas peleca deitada e não acredito que serei obrigada a levantar A FACULDADE TÁ ACABANDO COM MEUS PRAZERES
"
Tweet1271;"Em comício no Centro de Maceió candidato à presidência Léo Péricles defende governo de Zumbi e Dandara como exemplo para o país httpstribunadoagrestecombr202209emcomicionocentrodemaceiocandidatopresidencialeopericlesdefendegovernodezumbiedandaracomoexemploparaopaisutmtermAutofeedutmmediumSocialutmsourceTwitterEchobox1662282152…
"
Tweet1272;"L DE LÉO PERICLES 
"
Tweet1273;"a ansiedade pré período é real e to sofrendo com ela
"
Tweet1274;"Em Maceió Leo Péricles UP defende governo do Quilombo de Palmares como exemplo para o país httpsaverdadeorgbr202209emmaceioleopericlesupdefendegovernodoquilombodepalmarescomoexemploparaopais… via Jornal A Verdade
"
Tweet1275;"Tadinhe Leo Pericles um dia vai trazer educação pra esse país e atingir essa população sem conhecimento 
"
Tweet1276;"L de Léo Péricles
"
Tweet1277;"leo pericles
"
Tweet1278;"Tudo começa com a formação do legislativo porque nem a câmara e nem o senado estariam minimamente abertos a esse tipo de debate Sofia Manzano e Léo Péricles tão levantando várias bolas super importantes
"
Tweet1279;"rapaz o tanto de gente que declarou voto LÉO PÉRICLES 80 ontem no flow quando falava com a gente eu simplesmente não esperava viuilusão NENHUMA com democracia burguesa mas quando a gente fala que a unidade popular vai avançar é porque já ta avançando MUITO viu
"
Tweet1280;"E o Bolsonaro com Waldemar Costa Netto e Roberto Jefferson    Só vale corrupto que apoia um lado  
"
Tweet1281;"Forte o que Roberto Jefferson fala nesse vídeo 
"
Tweet1282;"Olavo de Carvalho é aguardado para a grande festa de inauguração de sua rua em Porto AlegreQuem sabe até lá Roberto Jefferson aparece ao lado dele para um abraço e uma foto
"
Tweet1283;"Roberto Jefferson “TSE é a corte de Justiça mais corrupta do Brasil”   httpsyoutubeuod6McEDvVA via YouTube
"
Tweet1284;" Roberto Jefferson volta a atacar Moraes e diz que Bolsonaro vai perder eleiçõesNa gravação afirmou que Jair Bolsonaro PL de quem é aliado vai perder as eleições O exdeputado disse ainda que Moraes determinou a presença de snipersAssista  httpstvmundoblogblogspotcom202209robertojeffersonvoltaatacarmoraesehtml…
"
Tweet1285;"Não sei pra que essa briga todaBolsonara já perdeu essa eleiçãoRoberto Jefferson disse isso hojeTirar 12 pontos de diferença é difícilchega ser vergonhoso um cara com a máquina na mão perder mais de 20 milhões de votos pra reeleição
"
Tweet1286;"Bolsonarista gosta tanto de falar do Lula do PT da Dilma mas esquecem que Roberto Jefferson Fernando Collor vivem pendurados no Jair Pau que bate em Chico não bate em Francisco
"
Tweet1287;"Esse cara é a síntese da nossa políticaComo é a política no BrasilR Roberto Jefferson
"
Tweet1288;"Roberto Jefferson quer voltar pra cadeia de novo e está chamando o CAPETÃO de frouxo
"
Tweet1289;"Exatamente eles até agora não cobraram porém Roberto Jefferson já foi impugnado a ser candidato por ter ficha suja E ai TSE
"
Tweet1290;"Vai ter sim camarada Você dudu bananinha roberto jefferson o carluxo e mais um monte de gente à toa não vão poder andar armados por aí Não é um baita avanço
"
Tweet1291;"Então ele apoia o Waldemar da Costa Neto Ciro Nogueira Arthur Liza Fernando Bezerra Roberto Jefferson entre outrosalém do Bolsonaro que passou sua vida parlamentar abraçado e votando com o PT
"
Tweet1292;"Vamos reescrever a frase dessa vez corretamenteRoberto Jefferson exmensaleiro DO GOVERNO LULA aconselha Bolsonaro
"
Tweet1293;"Em prisão domiciliar Roberto Jefferson volta a atacar Moraes e diz que Bolsonaro vai perder eleições veja o vídeo httpglobo3D2GywS
"
Tweet1294;"Para substituir Roberto Jefferson PTB lança Padre Kelmon como candidato a presidenteAjuda aí nos seguejesus cristaos cristao igreja deuseamor
"
Tweet1295;"O André Cicciliano o maior rachador da ALERJ concorrendo ao senado pelo RJ cara isso é vergonhosoAté o Roberto Jefferson quis concorrer E ainda acham certo o ex concorrer também Isso é vergonhoso
"
Tweet1296;"Roberto Jefferson “TSE é a corte de Justiça mais corrupta do Brasil”   httpsyoutubeuod6McEDvVA via YouTube
"
Tweet1297;"Nossa situação é tão triste que o cara mais sensato do país é o Roberto Jefferson
"
Tweet1298;"“Pede o boné”  Filósofo Roberto Jefferson
"
Tweet1299;"Alguém leva a sério o Roberto Jefferson
"
Tweet1300;"Roberto Jefferson é um maníaco mandando gados ir pra ruas
"
Tweet1301;"Acabou porra Amanhã é estado de sítio do picapau amarelo Roberto Jefferson exmensaleiro aconselha Biroliro
"
Tweet1302;"Roberto Jefferson diz que Alexandre de Moraes é chefe da milícia judicial e admite que Bolsonaro vai perder eleição
"
Tweet1303;"A coluna Painel da Folha já foi comandada por Renata Lo Prete Foi nela que Roberto Jefferson admitiu o mensalão e deu início a todo o escândaloHoje o titular propaga o apoio de grupelhos fascistas ao mesmo Bob Jeff e sua escalada violenta E chama isso de jornalismo
"
Tweet1304;"Só pra lembrar Roberto Jefferson é o Corrupto confesso do Mensalão que ROUBAVA os CORREIOS e foi condenado por 7 anos mas só ficou preso por 14 meses 
"
Tweet1305;"Roberto Jefferson também conta sobre propinas parlamentares governadores etc num tt recente
"
Tweet1306;"Xupa Roberto Jefferson  Sniper e o kralhoooo quem manda na porra toda é o presidente e o Povo
"
Tweet1307;"Roberto Jefferson ataca Alexandre de Moraes novamente  e diz que Bolsonaro vai perder
"
Tweet1308;"Fica por isso mesmo Alexandre xandão STFoficial Roberto Jefferson exmensaleiro aconselha Bolsonaromp4
"
Tweet1309;"Você tá confundindo a familicia comprou 107 imóveis 51 em dinheiro vivo amigo do Queiroz do Adriano da Nóbrega do Roberto Jefferson Valdemar da Costa Neto aliás põe o adesivo do Queiroz no Chevette e corre pro abraço
"
Tweet1310;"Tá me explica o que o Minto faz com o Valdemar da Costa Neto Roberto Jefferson vamos lá Vc se diz engenheiro civil mas pela inteligência deve ser ótimo mesmo UHUAHUAHAUHA Quero ver quando o bostinha perder o choro dos gados Pula da borda da terra plana
"
Tweet1311;"O semblante de Roberto Jefferson é a imagem do ódio da decadência de um ser humano Um crackeiro da Cracolândia tem uma energia melhor
"
Tweet1312;"Como sempre Roberto Jefferson soltando BOMBAS
"
Tweet1313;"Espantese  ao ouvir o que disse Roberto Jefferson sobre o Superior Tribunal Eleitoral
"
Tweet1314;"Roberto Jefferson foi impugnado por causa dos crimes do mensalão e os outros
"
Tweet1315;"Roberto Jefferson precisa é de intervenção psiquiátrica
"
Tweet1316;"Assista a Roberto Jefferson “TSE é a corte de Justiça mais corrupta do Brasil”  LINHA DE FRENTE no YouTube
"
Tweet1317;"Olha sinceramente não sou Lula não sou bolsonaro mas esse Roberto Jefferson sabe muito é um b mas é um b meio do bem porque foi ele que denunciou mensalão então não sei em quem mais acreditar mas que esse cara é fudido ele é
"
Tweet1318;"Roberto Jefferson exmensaleiro aconselha Bolsonaro
"
Tweet1319;"próprios escondem o dinheiro pessoal em paraísos fiscaisEntendo quando citam que o tal de Valdemar hoje presidente do partido do Bolsonaro era ministro do Lula que o Roberto Jefferson hoje defensor do Bolsonaro um dia estava nos correios no governo Lula
"
Tweet1320;"Vc ficará como tantos outros ou melhor igual ao Roberto Jefferson  com as devidas proporções lógico mas na essência é  assim
"
Tweet1321;"Não gosto do Roberto Jeffersonmas infelizmente é a grande realidade que a direita anestesiada não quer encarar
"
Tweet1322;"Falamos sobre isto a muito tempoO que queríamosReação e não houve houve recuo agora como vai ser o que o bolsonarismo vai gritar na rua
"
Tweet1323;"Bolsonaro que diz que não a dá a mão para condenados dando a mão para Roberto Jefferson condenado do Mensalão
"
Tweet1324;"Bolsonaro Colocou a AGU para defender Roberto Jefferson Daniel Silveira e Alan dos Santos mas não contra as decisões do STF que anluaram as condenaçõesLula NÃO assinou pedido de impeachment NENHUM e também NÃO FOI a NENHUMA manifestação contra JairEles pregam o que fazem
"
Tweet1325;"Este Roberto Jefferson está muito debilitado mentalmente Um presidiário que tem que ser impedido de ter acesso a Partido político e redes sociais
"
Tweet1326;"Colocaram o perseguido Roberto Jefferson na lista que tem 0 seguidores  esse jornalismo é uma 
"
Tweet1327;"Nessas eleições presidenciais de 2022 Jair Bolsonaro perdeu o Roberto Jefferson mas ganhou o apoio implícito do CiroGomes
"
Tweet1328;"É só ver quem o homem das malas apoia nessa eleição e o simples fato de ambos serem candidatos já mostra como nossa justiça e aparelhada Eles podem Daniel Silveira não certo  Renan mr 17 pode Roberto Jefferson não Coincidência  De jeito nenhum
"
Tweet1329;"VÍDEO Roberto Jefferson chama Moraes de “Xandão” e desafia Bolsonaro a enfrentalo
"
Tweet1330;"Falando em discurso pede pro Roberto Jefferson o ladrão calar a boca O cara foi te defender mas no fundo acho q foi um esculacho Caraca ele te deixou como covarde bunda mole
"
Tweet1331;"Ministro alexandre STFoficial Novo vídeo de Roberto Jefferson incitando atos antidemocráticos Diz que o Ministro é chefe de quadrilha e de milícia judicial chefe do MP e da PF Também diz que o Ministro colocou snipers no DFÉ verdade isso
"
Tweet1332;"Ué mas quem inocentou o Lula do mensalão foi o próprio Roberto Jefferson Segundo ele o Lula não sabia de nada
"
Tweet1333;"alexandre STFoficialgilmarmendes LRobertoBarrosoVÍDEO – Roberto Jefferson chama “Xandão” de “sujeito lombrosiano” e desafia Bolsonaro a enfrentalo  Revista Fórum
"
Tweet1334;"Em vídeo Roberto Jefferson chama “Xandão” de “sujeito lombrosiano” e desafia Bolsonaro a enfrentálo  Via DCM Nesse jogo vence quem conquista o imaginário das pessoas
"
Tweet1335;"Olha quem foi preso no mensalão Um Valdemar Costa Neto  hoje ele e presidente do partido do Bolsonaro  Roberto Jefferson e vc acha que Bolsonaro é santo  São todos sujos iguaisAgora onde Lula falou que quer aumentar imposto para aumentar a corrupção 
"
Tweet1336;"Se você não está indignado de ter um expresidiário concorrendo e condenado com o mesmo problema que retirou o Roberto Jefferson da candidatura você não entendeu nada…
"
Tweet1337;"VÍDEO – Roberto Jefferson chama “Xandão” de “sujeito lombrosiano” e desafia Bolsonaro a enfrentalo“Vai deixar eles mijarem em cima de você Poste não mija em cachorro Bolsonaro Reage Bolsonaro ou acabou pede o boné e acabou” afirmaLeia mais httpsbitly3KRTBTq
"
Tweet1338;"Roberto Jefferson “TSE é a corte de Justiça mais corrupta do Brasil”   httpsyoutubeuod6McEDvVA via YouTube
"
Tweet1339;"No segundo turnoo presidente vai ter mais tempo de TVp conta do apoio do Roberto Jefferson E no primeiroos podres do outro seriam expostos exaustivamente p ele com a candidatura dele
"
Tweet1340;"Inclusive alguns são aliados do miNto vide Valdemar Costa Neto Roberto Jefferson Só gente com a biografia ilibada  tic tac  já vai acabar a blindagem bolsonarista e vai todo mundo pra cadeia
"
