;TEXT
Tweet310;"Tinha perdido a sabatina mas após vez eu entendi porque a imprensa está dando destaque para a chapuletada que Bolsonaro na Amanda Klein Bolsonaro foi perfeito nas perguntas jantou a militante e foi coerente nas respostas Eleicoes2022 Bolsonaro2022 BolsonaroReeleito2022
"
Tweet311;"Não deveria nem existir 2° turno com participação do Lula
"
Tweet312;"OBRIGADO LULA LULA SUBIU GASOLINA CAIU
"
Tweet313;"Voto útil em Loola Kkkkkkkkkkkkkkkkkkkkkk
"
Tweet314;"Cara de pau é o Çiro chamar o PT de neoliberais e depois concordar que se o Lula vencer o Brasil vai virar Socialismo Cara de pau é de vocês que em 2018 pediam o Haddad pra desistir e assim ele conquistou 6 de votos de esquerdistas que normalmente não votariam nele
"
Tweet315;"Você não está proibido de ir a festa do Brasil dá um pulinho lá na Paulista ou em Copacabana
"
Tweet316;"Duas pesquisas encomendadas e feitas pelo PT hahaha quem vc acha que engana As mesmas pesquisas que deram vitória ao “poste” em 2018 cômico BolsonaroNoPrimeiroTurno Bolsonaro Bolsonaro22 BolsonaroReeleito BolsonaroReeleitoEm2022
"
Tweet317;"Sim Presidente Lula Tmj ninguém solta mão de ninguém EU ACREDITO  vamos vencer no 1° turno LulaNo1ºTurno Vamos juntos pelo Brasil 
"
Tweet318;"Bolsonaro 22
"
Tweet319;"O 7 de setembro é pra quem tem amor pela pátria não pra quem envolveu o país no maior esquema de corrupção da história Amanhã verá a forma do povo que vai enterrar o lulapetismo no Brasil
"
Tweet320;"Teu toba
"
Tweet321;"Porto Franco Lula13NoPrimeiroTurno
"
Tweet322;"Sempre usou o vermelho e o hino que vcs cantam não é o hino nacional do Brasil Eu vc não engana
"
Tweet323;"MAS O LULA É LADRÃO SEU ANIMALKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK LADRÃOLADRÃOLADRÃOLADRÃOLADRÃOLADRÃOLADRÃOLADRÃOLADRÃOLADRÃOLADRÃOLADRÃOLADRÃOLADRÃOLADRÃO
"
Tweet324;"Bando de corruptos safados deveria tá preso isso sim abre coração para roubar a população
"
Tweet325;"Çei
"
Tweet326;"Lula presidente 13 ForaBolsonaro LulaOficial EquipeLula
"
Tweet327;"Seu comunista Bolsonaro resgatou o amor a pátria  dos brasileiros 
"
Tweet328;"realmente o ciro é so um bolsonaro que tem cérebro e vamos de lula mana
"
Tweet329;"Até no santinho o PR mente com Loola molusco com muito cabelo fake
"
Tweet330;"Não vote em Lula por favor
"
Tweet331;"Investiguem a família do Lula os filhos são milionários como Limpando cocô de animais no zoológico
"
Tweet332;"Ladrones o Lula só ganha se as urnas tiverem vontade própria caso contrário é Jair no primeiro turno lembrando que se as urnas tiverem vontade própria pra eleger o ladrão é melhor uma intervenção militar
"
Tweet333;"Por isso mesmo amanhã todos patriotas nas ruas o povo unido jamais será vencido Bolsonaro nos representa ele sim BolsonaroNoPrimeiroTurno VaiSerNoPrimeiroTurno22
"
Tweet334;"Lula da Silva se mantiene como máximo favorito a vencer en las elecciones presidenciales del 2 de octubre en Brasil con una ventaja de 13 puntos sobre BolsonaroATBDigitalATBNoticiashttpatbcombo
"
Tweet335;"Kkkk
"
Tweet336;"Olha Aí  LulaOficial Seu desgraçado
"
Tweet337;"Filho do Ditador Maduro da Venezuela tá convocando pessoas que tem arma de fogo para serem voluntários da campanha do pai Ah não é o Eduardo Bolsonaro que tá fazendo isso
"
Tweet338;"Aí tu acordou Kkkkkkkkkkkkk
"
Tweet339;"Nem no primeiro e nem no segundo turno esse cidadão vai ganhar
"
Tweet340;"na verdade eles não entenderam que petista não vai deixar de votar no Lula e minio não vai deixar de votar no minio pra votar no Ciro Demora para a galera cair na real temos que ir explicando isso ainda tem tempo
"
Tweet341;"Bolsonaro 22
"
Tweet342;"Tá se olhando no espelho ladrão
"
Tweet343;"Pensou muito no povo quando fez parte do maior esquema de corrupção história do País
"
Tweet344;"Você só foge de debates ladrão  corruptocâncer do meu Brasilcovarde cachaceiroladrão bêbado enfim  Vc é um DESCONDENADO solto
"
Tweet345;"Lula subiu Gasolina caiu
"
Tweet346;"Invejoso
"
Tweet347;"a conversa do meu irmão “mirella vai votar em quem”minha mãe “lula ne”e eu só escutando
"
Tweet348;"Ladrãoe aprendiz juntos
"
Tweet349;"O que o povo mais viu nos últimos anos foi a esquerda por fogo na nossa bandeira  foi ver o PT sumir com as nossas riquesas agora vem você com essa conversa fiada  Sai pra lá expresidiário
"
Tweet350;"E bolso cheio de dinheiro
"
Tweet351;"Vc roubou a nação seu bandido
"
Tweet352;"7DeSetembroVaiSerGigante Dia7VaiSerGigantePaz Por um Brasil sem corrupção vamos reeleger jairbolsonaro e eleger tarcisiogdf  Curta Comente e CompartilhePTNuncaMais LulaLadrao
"
Tweet353;"se gente o suficiente votar no ciro o bolsonaro não vai por segundo turno também
"
Tweet354;"Lula maior corrupto da história vai ser derrotado nestas eleições vai sentir a punição do povo
"
Tweet355;"LULA SUBIU GASOLINA CAIU
"
Tweet356;"Quais as chances do Lula perder 6 dos votos nessa projeção aí
"
Tweet357;"LULA SUBIU GASOLINA CAIU
"
Tweet358;"É confissão Vc não faz pq não junta gente
"
Tweet359;"O pilantra do Bolsonaro vai usar o desfile de 7 de setembro para fazer campanha eleitoral isto é crime eleitoral O 7 de setembro pertence a democracia é sagrada é para comemorar a independência do Brasil TSEjusbr alexandre randolfeap STFoficial LulaOficial GloboNews
"
Tweet360;"Não vejo nenhum lugar onde defendi os doisSó tô vendo um abestado querendo se sentir superior
"
Tweet361;"Auto avaliação
"
Tweet362;"A certeza de um país mais justo e melhor para todos…vem com LulaOficial13EleVoltara MulheresComLula SimboraComLula13
"
Tweet363;"De todas as eleições que eu participei nunca tivemos a chance de resolver no primeiro turno como temos nessas eleições E a gente não tem que ter vergonha de dizer isso Se o cara que tem 1 quer ir para o segundo turno por que nós não podemos ganhar no primeiro turno Lula
"
Tweet364;"Lula ladrãozinho corrupto
"
Tweet365;"A familícia fica furiosa ao ouvir a verdade então escreve aquiLULA SUBIU GASOLINA CAIU
"
Tweet366;"ESTOU COM LULA
"
Tweet367;"Mas mudar a sua origem logo agorasua cara e vermelha … cara pálida …
"
Tweet368;"Se o Lula for eleito o PDT jamais será oposição rs
"
Tweet369;"É verdade que estão dizendo que LULA SUBIU GASOLINA CAIU 
"
Tweet370;"LulaPeloBrasilHaddadPorSPLulaOficial geraldoalckmin
"
Tweet371;"Reunião da coordenação hoje começou com parabéns para gleisi  ricardostuckert
"
Tweet372;"Vamos sonhando presidente Que esse sonho vire realidade logo no dia 2 
"
Tweet373;"O Encantador de serpentes  tentado pegar os bestas mais uma vez ainda há quem acredite nessas lorotas
"
Tweet374;"Eu ia votar nele Depois desse tweet babaca  eu vou votar nele e mudei meu voto do segundo turno do Lula para o Bolsonaro Só para sacanear
"
Tweet375;"Eu ia de Lula mas agora vou de Ciro
"
Tweet376;"É meme cabeça de nós todos chora mais HAHAHAHAHAHAHAHAHA Obrigada Lula 
"
Tweet377;"É operação lava LulaQue começou com STFoficial TSEjusbr Imprensa militante
"
Tweet378;"Kakakkaka Piada pronta
"
Tweet379;"Vou ajudar o Lula a ganhar aqui do Amazonas E você
"
Tweet380;"O lobo se vestindo de cordeiro lula seu passado corrupto te condena vc e sempre será um ladrão condenado em três estância nos do nordeste vamos acaba com sua vida politica e vc nunca mais vai volta a enganar o povo brasileirojairbolsonaro é 22 fechado com o capitão
"
Tweet381;"Espera aíVou rir de novo 
"
Tweet382;"ESTOU COM LULA
"
Tweet383;"As aspas em ‘pesquisa eleitoral’LULA SUBIU GASOLINA CAIU
"
Tweet384;"Lula tem a mídia Se esse assunto de compra dos imóveis fosse com ele era manchete no JN com gráficos canos de dinheiro Mídia pegou até bem leve com teu mito nesse assunto JN mal falou
"
Tweet385;"LULA SUBIU GASOLINA CAIU
"
Tweet386;"Tá maluco Ciro disse no maior antro conservador do Brasil que Bolsonaro era corrupto diversas vezes Na cara deles e com dados e números inquestionáveisIsso é muito mais que Lula fez e fará nesse sentido
"
Tweet387;"Vai tomar no teu cu caralho Fica pagando pro twitter recomendar essas merdas que tu posta Vai se foder Aqui é Lula Tu é um baita de um cuzão do caralho Tu e essa corja que tu chama de família Tomar no cu Satanás
"
Tweet388;"A palavra usurpando não está no seu vocabulário  Quem está escrevendo os seus tweets
"
Tweet389;"Nem devia tirar esse ódio do Lula do coração você apoiaria bolsonaro no segundo turno
"
Tweet390;"Unhé unhé Unhé
"
Tweet391;"Rindo até 2026 É22
"
Tweet392;"Só não é mais ridículo que o veio da Havan é aquele deputado No no sei lá o quêEsqueceu que só foi plantar feijão no espaço pq o Lula pagou
"
Tweet393;"LULA SUBIU GASOLINA CAIU
"
Tweet394;"Tens a mente do fantástico mundo de boby  Sonha sozinho pq maioria do Brasil não te aceita 
"
Tweet395;"LULA SUBIU GASOLINA CAIU
"
Tweet396;"É só aparecer será muito bem vindo rsrs BolsonaroNoPrimeiroTurno
"
Tweet397;"Vermelho como brasa como o paubrasil o simbolo do país e não como o socialismo financiado por 13 anos em países como Cuba Venezuela Bolívia Angola Moçambique para de ser cego cara PT só fez fuder com todas as nossas riquezas
"
Tweet398;"A amarela só vou comprar quando papai Lula for presidente pra não ser comparado com minion
"
Tweet399;"Tomara que radicalize o máximo possível fale o que pensa sobre mulheres e armas Confia que da certo avante patriotas   ajude o Lula a ganhar logo dia 0210 quero beber com meus amigos e comemorar
"
Tweet400;"Acho que a pior parte de ser de exatas é que te apresentam um gráfico e vc fica esperando o texto de apoio pra entender o que foi medido com que propósito e usando qual técnicateoriaEu tenho que dar RT em conteudo 1 ProLula ou 2 do Lula
"
Tweet401;"Vc usurpou a Petrobras BNDES CAIXA BB Correios Vc usurpou hospitais vc usurpou a vida de trabalhadores honestos Pelo menos o Bolsonaro usurpou o 7 de Setembro de vc e da tua quadrilha chamada PT e devolveu ao povo
"
Tweet402;"o projeto está DE GRAÇA online não vendido como livrinho E mais que projeto ele tem currículo
"
Tweet403;"Hj  nossa Bandeira está assimTraidor da Constituição é traidor da PátriaUlysses GuimarãesLulaOficial
"
Tweet404;"Recalcado  fala e age  q nem Bolsonaro  Mas sonha ser popular como o Lula
"
Tweet405;"Afrodescendente bolsonarista é tipo judeu apoiador do Hitler 
"
Tweet406;"LULA SUBIU GASOLINA CAIU
"
Tweet407;"EU NÃO DISSE EU NÃO DISSE ESCREVE AQUI LULA SUBIU GASOLINA CAIU 
"
Tweet408;"É por isso que ele o descondenado tem medo do 7de Setembro
"
Tweet409;"Ver petista preocupado com corrupção e acusando o Governo Bolsonaro é uma piada né Voces idolatram o maior corrupto do Brasil que é o Lul
"
Tweet410;"Você não vale um centavo furado Lixones
"
Tweet411;"E vc sempre optou pelo vermelho Sai fora
"
Tweet412;"Essa cachaça tá f Começou a falar de si mesmo na terceira pessoa 
"
Tweet413;"Repost desenhosdonando ——desenhosdonando Pesquisa Ipec Lula segue em primeiro e Bolsonaro cai httpsinstagramcompCiLQgpEu22hExLSJXSlsFUtHJVazNiMPzZbkRc0igshidYTgzYjQ4ZTY…
"
Tweet414;"Ridículo defender o Carluxo mas associar queda do preço de um bem que acompanha o preço internacional ao Lula é fake news sim
"
Tweet415;"LULA SUBIU GASOLINA CAIU
"
Tweet416;"Malvino Salvador BOLSONARO 7   LULA 0
"
Tweet417;"O Malvino Salvador capaz de nunca mais trabalhar na Globo depois dessa entrevista pro RicaPerrone Elogiou e deu nota alta pro Bolsonaro enquanto deu nota zero pro LulaParabéns pela coragem mas vai se queimar muito no meio artístico
"
Tweet418;"lula subiu gasolina caiuas vezes é verdade as vezes é só o ppi
"
Tweet419;"LULA SUBIU GASOLINA CAIUVcs são uns cãos eu amo vcs 
"
Tweet420;"LULA SUBIU GASOLINA CAIU
"
Tweet421;"Meu DeusPq somos obrigados a votar no Lula sendo que ele não se explica no quesito corrupção
"
Tweet422;"LULA SUBIU GASOLINA CAIU
"
Tweet423;"EU NÃO DISSE EU NÃO DISSE ESCREVE AQUI LULA SUBIU GASOLINA CAIU 
"
Tweet424;"Ei ladrão VTNC Ladraooooooo
"
Tweet425;"O LULA É A NOSSA ESPERANÇA DE DIAS MELHORES SEM ÓDIO E SEM RANCOR SEJAMOS INTELIGENTES E AVERIGUAR COMO QUE O BRASIL SE ENCONTRA NO FUNDO DO POÇO
"
Tweet426;"Vergonha tem de ter sido preso
"
Tweet427;"LADRÃO
"
Tweet428;"FORA LULA FORA PT
"
Tweet429;"O Brasil será liberto custe o que custar
"
Tweet430;"BolsonaroTemRazao
"
Tweet431;"Kraio ta doidao kkkkk
"
Tweet432;"é amigos depois de muitos anos suspeitando e anos dele sendo de esquerda esteve no melhor período financeiro possível na época do governo Lula e entrou uma das piores crises financeiras na pandemia temos o pior finalmeu pai é bolsominionF no chat
"
Tweet433;"bolsonaro é ladrão
"
Tweet434;"Colocaram cabelo nessa fotomontagem do larápio Ele não está assim agora
"
Tweet435;"7DeSetembroVaiSerGigante Já reparou que é impossível escrever corruPTo sem o P e sem o T
"
Tweet436;"Vou ajudar aqui só pq estou me deliciando com issoLULA SUBIU GASOLINA CAIU
"
Tweet437;"EU NÃO DISSE EU NÃO DISSE ESCREVE AQUI LULA SUBIU GASOLINA CAIU 
"
Tweet438;"Ninguém buzina Quem quer votar em Lula
"
Tweet439;"Mas é muita cara de pau mesmo Voltar a ser feliz denovo O ladrão ficou 8 anos no poder e só roubou
"
Tweet440;"É seu direito pensar isso Vote no Lula que eu voto no Ciro Paz 
"
Tweet441;"Ladrão 
"
Tweet442;"Ah pronto era o q faltava Vai cantar o hino socialista com bandeirola vermelha pra lá seu Corrupto Vagabundo sem vergonhaBrasil acima de tudo Deus acima de todos 
"
Tweet443;"Parabéns Brasil Gente Saber barroso e PT Gente não voto no PT
"
Tweet444;"Kkkkkkkk um mentiroso nunca perde o vício msm
"
Tweet445;"Vc e uma comédia seu ladrão
"
Tweet446;"LULA SUBIU A GASOLINA CAIU
"
Tweet447;"TSE manda retirar imediatamente postagem mentirosa sobre compra de votos por Lula na Bahia
"
Tweet448;"O cara tá falando dele proprioNosso Biden brasileiro Só falta apertar a mão de fantasmasOh louco meu
"
Tweet449;"Radical demais chamar lula de ladrão
"
Tweet450;"LULA SUBIU GASOLINA CAIUE O CARLUXO FOI PARA  QUE PARIU
"
Tweet451;"Já tá bêbado de novo
"
Tweet452;"Estou a favor de qualquer um menosdo Mito de Merd
"
Tweet453;"Explica o porque da URSAL União das Repúblicas Socialistas da América Latina a Pátria Grande do Foro de São Paulo
"
Tweet454;"B22          
"
Tweet455;"Isso sonhe sonhe sonhar não paga imposto mas é só um sonho mesmoVai ser 22 no primeiro turno
"
Tweet456;"Nunca imaginei ver geraldoalckmin merenda e LulaOficial DESCONDENADO no mesmo palanque isso é o cúmulo da ganância pelo poder
"
Tweet457;"Ô lula vc aparece somente em eventos fechados néVem pra rua seu hipócrita mentiroso contumaz e corrupto
"
Tweet458;"Reunião hoje com partidos da coligação do Brasil da Esperança Vamos trabalhar para recuperar nosso país BrasilDaEsperança ricardostuckertlul
"
Tweet459;"Lula é ladrão  Conforme autos do processos e condenações em 3 instânciasPronto radicalizei 
"
Tweet460;"É pq ele é tão patriota qto o povo que vai as ruas amanhãdiferente de vc que acha que nosso país não pode ter união nas nossas crenças  língua  cultura e SOBERANIAvc quer é entregar nossas riquezas pra beneficiar seu partido e a corja comunista do continenteVERME
"
Tweet461;"Eu pensei muito e descobri que é você esse candidato
"
Tweet462;"sua bandeira é vermelha  pilantra
"
Tweet463;"Com vc jamais pilantra ladrão
"
Tweet464;"Seu amigo capitão cueca gerddel lima 
"
Tweet465;"Poxa mas se escrever LULA SUBIU GASOLINA CAIU o pessoal fica bravo
"
Tweet466;"EU NÃO DISSE EU NÃO DISSE ESCREVE AQUI LULA SUBIU GASOLINA CAIU 
"
Tweet467;"Nunca maisa
"
Tweet468;"Vai lá apoiar bandido vai mulherzinha de bandido Quem apoia bandido também é um 
"
Tweet469;"LULA SUBIU GASOLINA CAIU
"
Tweet470;"BolsonaroNoPrimeiroTurno
"
Tweet471;"Ciro votei em você eleição passada e ia votar agora novamente no 1º turno mas cara entenda o principal objetivo dessa eleição é vencer Bolsonaro e você não tem chances acorda meu irmão Vou votar já em Lula no 1º turno tem falado muita besteira  Decepcionado contigo
"
Tweet472;"Quer um travesseiro pra chorar mais um pouco
"
Tweet473;"O Tonho sentiu  LULA SUBIU GASOLINA CAIU
"
Tweet474;"EU NÃO DISSE EU NÃO DISSE ESCREVE AQUI LULA SUBIU GASOLINA CAIU 
"
Tweet475;"Melhor ele com o verde e amarelo que vc com a bandeira vermelha 
"
Tweet476;"Invejoso você MASSAGEIA O COTOVELO
"
Tweet477;"Que Deus nos livra desse demônio
"
Tweet478;"Vamos resolver logo no primeiro turno É Lula 13 LulaNo1ºTurno LulaNoPrimeiroTurno
"
Tweet479;"E porque ganhar no 1º turno representa vitória democrática enorme contra os bolsonaristas que querem ameaçar e bagunçar o 2º turno Essa não é uma eleição sob condições normais Estamos enfrentando o fascismo violento É sobre isso que devemos refletir de maneira responsável twittercomlulaoficialst…
"
Tweet480;"ENTÃO VAMOS VER QUEM É BOLSONARO  AMANHÃ  VIVA 7 DE SETEMBRO 
"
Tweet481;"Eu também estou  LulaOficial
"
Tweet482;"Difícil cirão Iniciei este ano disposto a votar em vc Sou filiado ao PDT desde 1998 Porém vc hj é o principal aliado do bsonaro Todos bolsominios que conheço hj citam vc Até o Ciro falou q se o Lula entrar dia 1⁰ ocorre uma guerra civil no país essa ouvi hj
"
Tweet483;"Tá falando de ti o sapo barbudo
"
Tweet484;"Vc comparar Lula um condenado por corrupção que é declaradamente contra todos os nossos valores cristãos que defende um regime que tá massacrando a  América Latina e Bolsonaro que é um caipirão meio ogro é igualzinho mesmo esse teu exemplo confia
"
Tweet485;"O Lula não pode sair de casaEle até foge das sabatina
"
Tweet486;"Teria como ir pra cadeia todo o corrupto que aparece no vídeo kkkkkkkk presentão para o país luladraotchutchucadoPCC
"
Tweet487;"Bebeu e Tweetou
"
Tweet488;"escorpianaaaaa 
"
Tweet489;"Que tiro no pé Uma boa parte do seu eleitorado não odeia o Lula e mesmo assim você insiste em difamálo Eu votei em você porque te achava mais preparado e racional Não mais Uma família toda que votou em você não o fará novamente desta vez
"
Tweet490;"Os petistas e todos q apoiam nosso querido Lula deveriam parar de ficar citando o nomeC I R O Deveriam falar Siro Sirus Ciru Cyro Circo Gomes Mito do Sobral Cês não cansam de propaganda gratuita para o traidor 
"
Tweet491;"Estou com Lula
"
Tweet492;"NossaBandeiraJamaisSeraVermelha dia 07 será gigante
"
Tweet493;"Eu sonho que vc suma
"
Tweet494;"Ué  vc sempre usou vermelho  pq dá mudança agora  Pq esconder vermelho agora Com a palavra o expresidiário NossaBandeiraNuncaSeraVermelha
"
Tweet495;"E não  era vermelho LulaMudou porque
"
Tweet496;"Ladrão miserável
"
Tweet497;"L  L  LULA 2022 NO 1° TURNO
"
Tweet498;"Dê RT no Lula digite Lula Agora é LulaOficial 
"
Tweet499;"Mas Lula poderia ter sido mais forte
"
Tweet500;"Ha ba khone ho passana bolo ba lula ba e lahla ha ba tsepane ha ba tsebe ho pressa ekare ho bapala team feela ea mvela ha ba na vision Ziyech ke satane feela e selehe Havertz leena hao bone na o ntsa etsang ekare o ingoeloa ke likhokho ai Ha ba tlo loka
"
Tweet501;"Encontro com Lula e Lindbergh na via light Nova Iguaçu quinta feira 17hr
"
Tweet502;"Quer um lenço
"
Tweet503;"Se o povo tivesse vergonha na cara Lula teria 1 nas pesquisas
"
Tweet504;"Luluka Lilika lula lilalulala–Don’t leave me behind
"
Tweet505;"Você tem foros da manifestação de 7 de setembro aonde o lula era presidente só para eu fazer uma comparação com as fotos do último 7 de setembro Quero comparar se naquela época se usava o verde e amarelo como hoje
"
Tweet506;"DevolveOdinheiroJanones
"
Tweet507;"LULA SUBIU GASOLINA CAIU
"
Tweet508;"EU NÃO DISSE EU NÃO DISSE ESCREVE AQUI LULA SUBIU GASOLINA CAIU 
"
Tweet509;"O Lula é o cara
"
Tweet510;"Isso mesmo Também penso assim não dá hoje dá amanhã Otimismo em qualquer circunstância Parabéns
"
Tweet511;"Voto útil é votar no cirogomes Inútil é votar no Lul4 e Bozo Um dos dois na presidência é ter a certeza que o Brasil é um país condenado ao fracasso
"
Tweet512;"Promete pq sabe que não vai ganhar aí fica fácil
"
Tweet513;"
"
Tweet514;"É bolsonaro II
"
Tweet515;"Acorda Ciro … vai ser lula se conforma
"
Tweet516;"Perdeu meu voto
"
Tweet517;"meu presidente é Luiz Inácio Lula da Silva
"
Tweet518;"Alguém já tentou dizer ao cirogomes que o Ciro das entrevistas e debates deveria ter alguma coerência com o Ciro das redes sociais
"
Tweet519;"Ciro é um inteligente burro ou um burro inteligenteOuuu energúmeno ñ existe caça aceitável se ñ houver risco ao bioma caso contrário é só prazer de matar Imagina tendo caça bem manejada na Amazônia Pantanal e outros biomasPDTNacional qnd vão assumir o bolsonarismo
"
Tweet520;"Ciro Gomes deveria se assumir Bolsonarista logo Nem faz mais sentido fingir
"
Tweet521;"Poxa que mentira feia
"
Tweet522;"Pqp agora JS foi longe 
"
Tweet523;"O feminismo não existia na década de 90Rs
"
Tweet524;"Cala a boca imbecil Kkkkk
"
Tweet525;"amigo Donizete quando vc vai superar essa magoa pelo Ciro Gomes homem Camilo ganha pro senado mais Elmano nao vai pro segundo turno
"
Tweet526;"O candidato que mais aprofundou em suas promessas econômicas foi Ciro Gomes Pelo visto deve ter feito um curso com Alberto Fernandes atual presidente da Argentina
"
Tweet527;"Ciro teve a chance de falar com os eleitores do Bolsonaro já que a JP é bolsonarista Mas ele não apontou corrupção nos ministérios da saúde educação e m ambiente nada sobre gestão genocida na pandemia Eleitores do Ciro precisam pedir pro foco ser a retirada de votos do Bozo
"
Tweet528;"Ciro está acabando com o PDT é uma vergonha para o partido CiroDecadente
"
Tweet529;"Tá vovó senta lá agora
"
Tweet530;"Apoiar um traidor e egocêntrico Mas não será preciso nem entrar nesse debate CIRO GOMES ESTARÁ NO SEGUNDO TURNO 
"
Tweet531;"Na verdade Lula não vai ganhar mas ok
"
Tweet532;"Ciro não é antipetista isso é mentira Ciro respeita vários quadros do PT inclusive sua proposta de Renda Universal foi batizada em homenagem à Eduardo Suplicy Ciro é contra a cúpula tomada por Lula e Gleisi q por diversas contradições entregaram o Brasil ao B17
"
Tweet533;"E se a turma do Moro for na sua casa vc vai receber ele como
"
Tweet534;"“Vem cmg Siro Somes eu compro uma casa p vc em dinheiro vivo seja meu jagunço”
"
Tweet535;"kkkkk batendo no cirogomes achando que vai pegar os votos do eleitor deleTomou água demais
"
Tweet536;"Kkkkkk
"
Tweet537;"Perdeu meu Voto
"
Tweet538;"Você diz que é pragmático e vota no Ciro nessa eleição É falta de dicionário ou deficiência cognitiva
"
Tweet539;"martim se comporte é ciro 12
"
Tweet540;"Mamãe dizia querer não é poder
"
Tweet541;"Ciro Gomes vai ao Pânico para agradar bolsominion  Galãs Feios httpsyoutubetVvHFv7ZBy0 via YouTube
"
Tweet542;"Quem são esses dirigentes históricos do PDT Se isso for verdade mesmo cirogomes está sendo sabotado pelos próprios filiados
"
Tweet543;"Dirigentes históricos do PDT temem que partido seja arrastado para constrangimento histórico Leiase  beneficiar Bolsonaro Agora no estudioi
"
Tweet544;"Sinto muito Estava 90 entusiasmada em votar em vc mas apoiar Bolsonaro me fez desistirBolsonaro é apoiador JAMAIS
"
Tweet545;"Kalifa está raivosa 
"
Tweet546;"“cirogomes a serviço de Bolsonaro ”
"
Tweet547;"Bastidor da AndreiaSadi QG vê Ciro a serviço de Bolsonaro e campanha de Lula foca em voto útil na corrida à Presidência   Assista na GloboNews httpglobo39WjXAu Estúdioi
"
Tweet548;"Vc está perdendo terreno nessa eleição Tem que criticar o desgoverno e seus descalabros Se vc quiser chegar a um segundo turno essa é a estratégia O desgoverno é o seu alvo Tudo de ruim que esse desgoverno fez e faz nem chega perto do que o PT
"
Tweet549;"Ciro de sobrenome hipocrisia
"
Tweet550;"Igualmente pra mim tratar genocida igual a gente  e ignorar completamente todos os campos da esquerda como fez no último debate me fizeram ficar com asco do candidato que votei em 18
"
Tweet551;"Lê a primeira frase mil vezes Ciro
"
Tweet552;"eu tenho vergonha de um dia ter te defendido
"
Tweet553;"Esquece meu caro Já polarizou
"
Tweet554;"Piada   O senhor realmente é um ser humano desprezível NOJO  
"
Tweet555;"Você que me respondeu pedindo argumentação caro Tem arrodeio nenhum não Não vi nenhuma interrogação na minha frase inicial nem marcação a algum perfil Valeu abs
"
Tweet556;"Enlouqueceu
"
Tweet557;"Vai levar o nome do PDT para a lama da história brasileira Na única eleição que o Brasil está lutando para tirar a extrema direita do poder o PDT SE UNE À ELA
"
Tweet558;"meu presidente é Luiz Inácio Lula da Silva
"
Tweet559;"ciro gomes falando que não podemos ir pra essa eleição tomados de ódio e que quer reconciliar o paísiuhaisudaiufdhsjnvldhbifnlkjnv iuahsiauhsiauhi uhaisuhaiushaiush auhsiuahsiuahisuh iuhasiuh risos haisuha risos iahsiauhsiau hiua
"
Tweet560;"Eu entendi muito bem o que você quis dizer  triturar não precisa explicarEu respeito seu voto até porque estamos em um país democrático então a pessoa vota em quem ela querBoa sorte para vocêFique tranquilo independente se captar ou não os votos O Bolsonaro perde
"
Tweet561;"Candidato eu votaria no senhor mais ao ver o senhor atacar o Lula e auxiliar a direita está sendo minha decepção
"
Tweet562;"Nenhum candidato nesta eleição propagou mais ódio do que você Muito intrigante este seu tweet 
"
Tweet563;"Mas é mentira o que ele falou Pq se for verdade tu só tá sendo xenofóbico sem motivo algum
"
Tweet564;"Kkkkkkkk
"
Tweet565;"Esse alguém da discussão seria não é mais com o Ciro amigão Infelizmente o narcisismo dele se tornou o candidato principal no planeta Ciro q só vive Ciro q é amigo do Ciro eleitor do Ciro E esperança eu tenho LULA PQ SO ELE PODE DERROTAR O BOZO PAZ
"
Tweet566;"Parabéns por contribuir para levar Bolsonaro ao segundo turno
"
Tweet567;"Ciro tem razão
"
Tweet568;"
"
Tweet569;"Não moveu uma palha deu de ombros e caiu fora Tá querendo convencer quem
"
Tweet570;"O planejamento do Ciro é horrível e só ganha antipatia dos dois lados Lulista e Bolsonarista morrem abraçados vendo todos os escândalos mas não mudam seus votos isso é só tempo perdido Não queimar pontes é uma boa analogia
"
Tweet571;"Tratorada é oq vc tomou do Ciro Gomes e até hoje é piada na internet
"
Tweet572;"Em cheio
"
Tweet573;"Kkkkk eleição passada foi a mesma falácia no final foi pra Paris
"
Tweet574;"Boa tarde gostosa
"
Tweet575;"Isso dá q 8
"
Tweet576;"Todos falam algo de errado alguma vez mas sabemos que ele é o mais capacitado vote nele
"
Tweet577;"O Cirão é um cara que tem uma boa sabiência só que dentro dela abriga Ódio que ultrapassa esta nação por uma ganância do poder Já mais irá presidente deste país Meu voto e da minha família e amigos passou a ser do Lula 13 Chegou a hora de guardar as tuas chuteiras Cirão
"
Tweet578;"Quando você milita demais e começa a ganhar uma identidade cirogomesCiroPresidenteCiroTV
"
Tweet579;"De novo essa mentira Miguel
"
Tweet580;"Na verdade quem vai revogar é o LulaOficial 
"
Tweet581;"Ciro apoiará Bolsonaro no segundo turno
"
Tweet582;"Ô Heleno Ciro Gomes falou de você e do Bolsonaro também Se gritar peg httpsyoutubeRNNUYgh2Jg via YouTube
"
Tweet583;"Coisa linda o Cirão e os esquerdistas piram
"
Tweet584;"Desespero hein cirao
"
Tweet585;"
"
Tweet586;"Ciro votei em você eleição passada e ia votar agora novamente no 1º turno mas cara entenda o principal objetivo dessa eleição é vencer Bolsonaro e você não tem chances acorda meu irmão Vou votar já em Lula no 1º turno tem falado muita besteira  Decepcionado contigo
"
Tweet587;"Você tá mais pra Bolsonaro
"
